年齡,年份,月份,薪資,獎金,保單分紅,現金股利,未實現損益,固定支出,變動支出,貸款還款,決策支出,淨現金流,現金存款,股票市值,流動資產,負債餘額,總淨資產,槓桿倍率,負債資產比
69,2066,9,0,0,0,123942,3574476,82800,52796,0,0,-11654,29050959,157228426,186279386,0,186279386,1,0%
69,2066,10,0,0,0,2853,-2435379,82800,54135,0,0,-134082,28916878,154826167,183743045,0,183743045,1,0%
69,2066,11,0,0,0,1594465,-1043186,82800,51481,0,0,1460184,30377061,153816101,184193162,0,184193162,1,0%
69,2066,12,0,0,0,124715,-1782640,82800,49200,0,0,-7285,30369776,152066581,182436358,0,182436358,1,0%
70,2067,1,0,0,0,352479,2213164,84458,49570,0,0,218451,30588227,154313529,184901756,0,184901756,1,0%
70,2067,2,0,0,0,11000,-2971360,84458,44073,0,0,-117531,30470697,151375952,181846648,0,181846648,1,0%
70,2067,3,0,0,0,122045,3616822,84458,48674,0,0,-11087,30459609,155026556,185486166,0,185486166,1,0%
70,2067,4,0,0,0,3263,1145746,84458,45755,0,0,-126950,30332659,156206085,186538745,0,186538745,1,0%
70,2067,5,0,0,0,12533,2674096,84458,48347,0,0,-120273,30212387,158913965,189126351,0,189126351,1,0%
70,2067,6,0,0,0,116117,-928040,84458,65242,0,0,-33582,30178804,158019708,188198512,0,188198512,1,0%
70,2067,7,0,0,0,763510,1415999,84458,54524,0,0,624528,30803333,159469489,190272822,0,190272822,1,0%
70,2067,8,0,0,0,26451,363276,84458,76113,0,0,-134121,30669212,159866548,190535760,0,190535760,1,0%
70,2067,9,0,0,0,116226,-802117,84458,55585,0,0,-23817,30645395,159098215,189743609,0,189743609,1,0%
70,2067,10,0,0,0,2864,2154007,84458,61611,0,0,-143205,30502190,161286005,191788195,0,191788195,1,0%
70,2067,11,0,0,0,1749813,141038,84458,57958,0,0,1607397,32109587,161460826,193570412,0,193570412,1,0%
70,2067,12,0,0,0,118787,30580,84458,42467,0,0,-8138,32101449,161525188,193626637,0,193626637,1,0%
71,2068,1,0,0,0,381563,-1422986,86146,50482,0,0,244935,32346384,160136660,192483045,0,192483045,1,0%
71,2068,2,0,0,0,11018,1456844,86146,72504,0,0,-147632,32198752,161627962,193826714,0,193826714,1,0%
71,2068,3,0,0,0,126825,-132739,86146,51897,0,0,-11217,32187535,161529681,193717216,0,193717216,1,0%
71,2068,4,0,0,0,3221,1085251,86146,53781,0,0,-136706,32050829,162649391,194700219,0,194700219,1,0%
71,2068,5,0,0,0,12340,-389165,86146,38964,0,0,-112771,31938058,162294684,194232742,0,194232742,1,0%
71,2068,6,0,0,0,126820,968627,86146,55771,0,0,-15097,31922961,163297769,195220729,0,195220729,1,0%
71,2068,7,0,0,0,758335,-3513122,86146,61261,0,0,610927,32533888,159819105,192352993,0,192352993,1,0%
71,2068,8,0,0,0,27924,2854412,86146,47394,0,0,-105616,32428272,162707975,195136247,0,195136247,1,0%
71,2068,9,0,0,0,125761,999633,86146,61518,0,0,-21902,32406370,163742066,196148436,0,196148436,1,0%
71,2068,10,0,0,0,2888,2448989,86146,55147,0,0,-138406,32267964,166225514,198493478,0,198493478,1,0%
71,2068,11,0,0,0,1797911,-1171304,86146,69449,0,0,1642316,33910280,165088667,198998947,0,198998947,1,0%
71,2068,12,0,0,0,121195,49410,86146,54730,0,0,-19681,33890599,165172535,199063134,0,199063134,1,0%
72,2069,1,0,0,0,389543,-538022,87869,33751,0,0,267924,34158523,164669661,198828184,0,198828184,1,0%
72,2069,2,0,0,0,11149,-329588,87869,60396,0,0,-137116,34021407,164375221,198396628,0,198396628,1,0%
72,2069,3,0,0,0,123319,-2774592,87869,51712,0,0,-16263,34005145,161635777,195640921,0,195640921,1,0%
72,2069,4,0,0,0,3127,-456048,87869,53430,0,0,-138172,33866973,161214876,195081849,0,195081849,1,0%
72,2069,5,0,0,0,12725,583363,87869,49571,0,0,-124715,33742258,161833388,195575645,0,195575645,1,0%
72,2069,6,0,0,0,115891,-1589021,87869,72437,0,0,-44415,33697843,160279515,193977358,0,193977358,1,0%
72,2069,7,0,0,0,765242,-3664121,87869,55177,0,0,622196,34320039,156650542,190970581,0,190970581,1,0%
72,2069,8,0,0,0,27189,3247942,87869,56627,0,0,-117307,34202731,159933632,194136363,0,194136363,1,0%
72,2069,9,0,0,0,117023,580389,87869,62650,0,0,-33497,34169235,160549169,194718403,0,194718403,1,0%
72,2069,10,0,0,0,2832,482822,87869,82621,0,0,-167658,34001577,161067139,195068715,0,195068715,1,0%
72,2069,11,0,0,0,1777423,1748524,87869,51619,0,0,1637936,35639512,162850810,198490323,0,198490323,1,0%
72,2069,12,0,0,0,116692,4827808,87869,71058,0,0,-42235,35597277,167713766,203311043,0,203311043,1,0%
73,2070,1,0,0,0,380626,-2518661,89627,61680,0,0,229319,35826596,165230956,201057552,0,201057552,1,0%
73,2070,2,0,0,0,12500,-1606966,89627,55285,0,0,-132412,35694184,163659841,199354025,0,199354025,1,0%
73,2070,3,0,0,0,122415,3288329,89627,56758,0,0,-23970,35670214,166984021,202654234,0,202654234,1,0%
73,2070,4,0,0,0,3447,352573,89627,52621,0,0,-138801,35531412,167372445,202903857,0,202903857,1,0%
73,2070,5,0,0,0,14337,2353808,89627,71496,0,0,-146786,35384627,169762104,205146730,0,205146730,1,0%
73,2070,6,0,0,0,117732,2803810,89627,37736,0,0,-9631,35374996,172601764,207976760,0,207976760,1,0%
73,2070,7,0,0,0,831739,166772,89627,44989,0,0,697123,36072119,172804388,208876507,0,208876507,1,0%
73,2070,8,0,0,0,28796,-1377929,89627,59670,0,0,-120501,35951617,171462310,207413927,0,207413927,1,0%
73,2070,9,0,0,0,116316,1731218,89627,70965,0,0,-44276,35907341,173229378,209136720,0,209136720,1,0%
73,2070,10,0,0,0,3058,-279392,89627,52955,0,0,-139524,35767817,172985837,208753654,0,208753654,1,0%
73,2070,11,0,0,0,1992811,-2059967,89627,64887,0,0,1838297,37606114,170961721,208567835,0,208567835,1,0%
73,2070,12,0,0,0,119481,1320,89627,51663,0,0,-21809,37584305,170998892,208583197,0,208583197,1,0%
74,2071,1,0,0,0,376100,-1313180,91420,68444,0,0,216236,37800541,169722280,207522821,0,207522821,1,0%
74,2071,2,0,0,0,12698,2826595,91420,63055,0,0,-141777,37658764,172585444,210244207,0,210244207,1,0%
74,2071,3,0,0,0,128944,-190527,91420,66483,0,0,-28959,37629804,172431485,210061289,0,210061289,1,0%
74,2071,4,0,0,0,3491,2883333,91420,61703,0,0,-149632,37480172,175351386,212831558,0,212831558,1,0%
74,2071,5,0,0,0,13824,1711324,91420,58590,0,0,-136186,37343986,177099278,214443264,0,214443264,1,0%
74,2071,6,0,0,0,122739,2087798,91420,66459,0,0,-35139,37308846,179223644,216532491,0,216532491,1,0%
74,2071,7,0,0,0,856836,-2554870,91420,59633,0,0,705784,38014630,176705342,214719972,0,214719972,1,0%
74,2071,8,0,0,0,27746,544656,91420,52396,0,0,-116070,37898560,177286566,215185126,0,215185126,1,0%
74,2071,9,0,0,0,122222,1018832,91420,39613,0,0,-8811,37889749,178341966,216231715,0,216231715,1,0%
74,2071,10,0,0,0,3100,2705351,91420,63109,0,0,-151429,37738320,181083885,218822205,0,218822205,1,0%
74,2071,11,0,0,0,2147021,65757,91420,56559,0,0,1999043,39737362,181186211,220923573,0,220923573,1,0%
74,2071,12,0,0,0,124417,1949671,91420,42798,0,0,-9801,39727561,183172449,222900010,0,222900010,1,0%
